O00159-3	R-HSA-5250924	B-WICH complex positively regulates rRNA expression
Q99436	R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C
Q99436	R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1
Q99436	R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin
Q99436	R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
Q99436	R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A
Q99436	R-HSA-180534	Vpu mediated degradation of CD4
Q99436	R-HSA-180585	Vif-mediated degradation of APOBEC3G
Q99436	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21
Q99436	R-HSA-195253	Degradation of beta-catenin by the destruction complex
Q99436	R-HSA-202424	Downstream TCR signaling
Q99436	R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation
Q99436	R-HSA-2467813	Separation of Sister Chromatids
Q99436	R-HSA-2871837	FCERI mediated NF-kB activation
Q99436	R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1
Q99436	R-HSA-350562	Regulation of ornithine decarboxylase (ODC)
Q99436	R-HSA-382556	ABC-family proteins mediated transport
Q99436	R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA
Q99436	R-HSA-4608870	Asymmetric localization of PCP proteins
Q99436	R-HSA-4641257	Degradation of AXIN
Q99436	R-HSA-4641258	Degradation of DVL
Q99436	R-HSA-5358346	Hedgehog ligand biogenesis
Q99436	R-HSA-5362768	Hh mutants are degraded by ERAD
Q99436	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling
Q99436	R-HSA-5607764	CLEC7A (Dectin-1) signaling
Q99436	R-HSA-5610780	Degradation of GLI1 by the proteasome
Q99436	R-HSA-5610783	Degradation of GLI2 by the proteasome
Q99436	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome
Q99436	R-HSA-5632684	Hedgehog 'on' state
Q99436	R-HSA-5658442	Regulation of RAS by GAPs
Q99436	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway
Q99436	R-HSA-5676590	NIK-->noncanonical NF-kB signaling
Q99436	R-HSA-5678895	Defective CFTR causes cystic fibrosis
Q99436	R-HSA-5687128	MAPK6/MAPK4 signaling
Q99436	R-HSA-5689603	UCH proteinases
Q99436	R-HSA-5689880	Ub-specific processing proteases
Q99436	R-HSA-6798695	Neutrophil degranulation
Q99436	R-HSA-68867	Assembly of the pre-replicative complex
Q99436	R-HSA-68949	Orc1 removal from chromatin
Q99436	R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6
Q99436	R-HSA-69481	G2/M Checkpoints
Q99436	R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A
Q99436	R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D
Q99436	R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint
Q99436	R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
Q99436	R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs
Q99436	R-HSA-8939902	Regulation of RUNX2 expression and activity
Q99436	R-HSA-8941858	Regulation of RUNX3 expression and activity
Q99436	R-HSA-8948751	Regulation of PTEN stability and activity
Q99436	R-HSA-8951664	Neddylation
Q99436	R-HSA-9010553	Regulation of expression of SLITs and ROBOs
Q99436	R-HSA-9020702	Interleukin-1 signaling
Q99436	R-HSA-9604323	Negative regulation of NOTCH4 signaling
Q99436	R-HSA-9755511	KEAP1-NFE2L2 pathway
Q99436	R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
Q99436	R-HSA-9824272	Somitogenesis
Q99436	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q99436	R-HSA-9907900	Proteasome assembly
Q99436	R-HSA-9912633	Antigen processing: Ub, ATP-independent proteasomal degradation
Q99436	R-HSA-9932298	Degradation of CRY and PER proteins
Q99437	R-HSA-1222556	ROS and RNS production in phagocytes
Q99437	R-HSA-77387	Insulin receptor recycling
Q99437	R-HSA-917977	Transferrin endocytosis and recycling
Q99437	R-HSA-9639288	Amino acids regulate mTORC1
Q99437	R-HSA-983712	Ion channel transport
Q99437	R-HSA-9857377	Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy
Q99439	R-HSA-6798695	Neutrophil degranulation
Q99439	R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation
Q99447	R-HSA-1483213	Synthesis of PE
Q99456	R-HSA-6805567	Keratinization
Q99456	R-HSA-6809371	Formation of the cornified envelope
Q99459	R-HSA-72163	mRNA Splicing - Major Pathway
Q99460	R-HSA-1169091	Activation of NF-kappaB in B cells
Q99460	R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
Q99460	R-HSA-1236974	ER-Phagosome pathway
Q99460	R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)
Q99460	R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C
Q99460	R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1
Q99460	R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin
Q99460	R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
Q99460	R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A
Q99460	R-HSA-180534	Vpu mediated degradation of CD4
Q99460	R-HSA-180585	Vif-mediated degradation of APOBEC3G
Q99460	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21
Q99460	R-HSA-195253	Degradation of beta-catenin by the destruction complex
Q99460	R-HSA-202424	Downstream TCR signaling
Q99460	R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation
Q99460	R-HSA-2467813	Separation of Sister Chromatids
Q99460	R-HSA-2871837	FCERI mediated NF-kB activation
Q99460	R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1
Q99460	R-HSA-350562	Regulation of ornithine decarboxylase (ODC)
Q99460	R-HSA-382556	ABC-family proteins mediated transport
Q99460	R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA
Q99460	R-HSA-4608870	Asymmetric localization of PCP proteins
Q99460	R-HSA-4641257	Degradation of AXIN
Q99460	R-HSA-4641258	Degradation of DVL
Q99460	R-HSA-5358346	Hedgehog ligand biogenesis
Q99460	R-HSA-5362768	Hh mutants are degraded by ERAD
Q99460	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling
Q99460	R-HSA-5607764	CLEC7A (Dectin-1) signaling
Q99460	R-HSA-5610780	Degradation of GLI1 by the proteasome
Q99460	R-HSA-5610783	Degradation of GLI2 by the proteasome
Q99460	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome
Q99460	R-HSA-5632684	Hedgehog 'on' state
Q99460	R-HSA-5658442	Regulation of RAS by GAPs
Q99460	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway
Q99460	R-HSA-5676590	NIK-->noncanonical NF-kB signaling
Q99460	R-HSA-5678895	Defective CFTR causes cystic fibrosis
Q99460	R-HSA-5687128	MAPK6/MAPK4 signaling
Q99460	R-HSA-5689603	UCH proteinases
Q99460	R-HSA-5689880	Ub-specific processing proteases
Q99460	R-HSA-6798695	Neutrophil degranulation
Q99460	R-HSA-68867	Assembly of the pre-replicative complex
Q99460	R-HSA-68949	Orc1 removal from chromatin
Q99460	R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6
Q99460	R-HSA-69481	G2/M Checkpoints
Q99460	R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A
Q99460	R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D
Q99460	R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint
Q99460	R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
Q99460	R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs
Q99460	R-HSA-8939902	Regulation of RUNX2 expression and activity
Q99460	R-HSA-8941858	Regulation of RUNX3 expression and activity
Q99460	R-HSA-8948751	Regulation of PTEN stability and activity
Q99460	R-HSA-8951664	Neddylation
Q99460	R-HSA-9010553	Regulation of expression of SLITs and ROBOs
Q99460	R-HSA-9020702	Interleukin-1 signaling
Q99460	R-HSA-9604323	Negative regulation of NOTCH4 signaling
Q99460	R-HSA-9755511	KEAP1-NFE2L2 pathway
Q99460	R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
Q99460	R-HSA-9824272	Somitogenesis
Q99460	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q99460	R-HSA-9907900	Proteasome assembly
Q99460	R-HSA-9932298	Degradation of CRY and PER proteins
Q99466	R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum
Q99466	R-HSA-1912408	Pre-NOTCH Transcription and Translation
Q99466	R-HSA-1912420	Pre-NOTCH Processing in Golgi
Q99466	R-HSA-350054	Notch-HLH transcription pathway
Q99466	R-HSA-5083630	Defective LFNG causes SCDO3
Q99466	R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription
Q99466	R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus
Q99466	R-HSA-9604323	Negative regulation of NOTCH4 signaling
Q99467	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade
Q99471	R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC
Q99487	R-HSA-418346	Platelet homeostasis
Q99489	R-HSA-389661	Glyoxylate metabolism and glycine degradation
Q99489	R-HSA-9033241	Peroxisomal protein import
Q99490	R-HSA-373752	Netrin-1 signaling
Q99496	R-HSA-2559580	Oxidative Stress Induced Senescence
Q99496	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins
Q99496	R-HSA-3899300	SUMOylation of transcription cofactors
Q99496	R-HSA-4551638	SUMOylation of chromatin organization proteins
Q99496	R-HSA-4570464	SUMOylation of RNA binding proteins
Q99496	R-HSA-4655427	SUMOylation of DNA methylation proteins
Q99496	R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
Q99496	R-HSA-8943724	Regulation of PTEN gene transcription
Q99496	R-HSA-8953750	Transcriptional Regulation by E2F6
Q99497	R-HSA-3899300	SUMOylation of transcription cofactors
Q99497	R-HSA-9613829	Chaperone Mediated Autophagy
Q99497	R-HSA-9615710	Late endosomal microautophagy
Q99497	R-HSA-9646399	Aggrephagy
Q99500	R-HSA-418594	G alpha (i) signalling events
Q99500	R-HSA-419408	Lysosphingolipid and LPA receptors
Q99500	R-HSA-9009391	Extra-nuclear estrogen signaling
Q99502	R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
Q99502	R-HSA-9830674	Formation of the ureteric bud
Q99504	R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
Q99518	R-HSA-217271	FMO oxidises nucleophiles
Q99519	R-HSA-4085001	Sialic acid metabolism
Q99519	R-HSA-4341670	Defective NEU1 causes sialidosis
Q99519	R-HSA-6798695	Neutrophil degranulation
Q99519	R-HSA-9840310	Glycosphingolipid catabolism
Q99523	R-HSA-432722	Golgi Associated Vesicle Biogenesis
Q99527	R-HSA-375276	Peptide ligand-binding receptors
Q99527	R-HSA-418594	G alpha (i) signalling events
Q99527	R-HSA-9634597	GPER1 signaling
Q99536	R-HSA-6798695	Neutrophil degranulation
Q99538	R-HSA-1679131	Trafficking and processing of endosomal TLR
Q99538	R-HSA-196791	Vitamin D (calciferol) metabolism
Q99538	R-HSA-2132295	MHC class II antigen presentation
Q99541	R-HSA-1989781	PPARA activates gene expression
Q99541	R-HSA-9613354	Lipophagy
Q99541	R-HSA-9613829	Chaperone Mediated Autophagy
Q99541	R-HSA-9615710	Late endosomal microautophagy
Q99541	R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
Q99542	R-HSA-1442490	Collagen degradation
Q99542	R-HSA-1474228	Degradation of the extracellular matrix
Q99543	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
Q99547	R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol
Q99547	R-HSA-9930044	Nuclear RNA decay
Q99549	R-HSA-9843970	Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex
Q99551	R-HSA-163316	Mitochondrial transcription termination
Q99551	R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis
Q99558	R-HSA-389357	CD28 dependent PI3K/Akt signaling
Q99558	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling
Q99558	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway
Q99558	R-HSA-5676590	NIK-->noncanonical NF-kB signaling
Q99558	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
Q99567	R-HSA-1169408	ISG15 antiviral mechanism
Q99567	R-HSA-159227	Transport of the SLBP independent Mature mRNA
Q99567	R-HSA-159230	Transport of the SLBP Dependant Mature mRNA
Q99567	R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript
Q99567	R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript
Q99567	R-HSA-165054	Rev-mediated nuclear export of HIV RNA
Q99567	R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus
Q99567	R-HSA-168276	NS1 Mediated Effects on Host Pathways
Q99567	R-HSA-168325	Viral Messenger RNA Synthesis
Q99567	R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery
Q99567	R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein
Q99567	R-HSA-180746	Nuclear import of Rev protein
Q99567	R-HSA-180910	Vpr-mediated nuclear import of PICs
Q99567	R-HSA-191859	snRNP Assembly
Q99567	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins
Q99567	R-HSA-3232142	SUMOylation of ubiquitinylation proteins
Q99567	R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly
Q99567	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
Q99567	R-HSA-4085377	SUMOylation of SUMOylation proteins
Q99567	R-HSA-4551638	SUMOylation of chromatin organization proteins
Q99567	R-HSA-4570464	SUMOylation of RNA binding proteins
Q99567	R-HSA-4615885	SUMOylation of DNA replication proteins
Q99567	R-HSA-5578749	Transcriptional regulation by small RNAs
Q99567	R-HSA-5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
Q99567	R-HSA-6784531	tRNA processing in the nucleus
Q99567	R-HSA-9609690	HCMV Early Events
Q99567	R-HSA-9610379	HCMV Late Events
Q99567	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
Q99569	R-HSA-6805567	Keratinization
Q99569	R-HSA-6809371	Formation of the cornified envelope
Q99569	R-HSA-9696264	RND3 GTPase cycle
Q99569	R-HSA-9696270	RND2 GTPase cycle
Q99569	R-HSA-9696273	RND1 GTPase cycle
Q99570	R-HSA-109704	PI3K Cascade
Q99570	R-HSA-1632852	Macroautophagy
Q99570	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane
Q99570	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane
Q99570	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane
Q99570	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade
Q99570	R-HSA-5668599	RHO GTPases Activate NADPH Oxidases
Q99570	R-HSA-9679504	Translation of Replicase and Assembly of the Replication Transcription Complex
Q99570	R-HSA-9694676	Translation of Replicase and Assembly of the Replication Transcription Complex
Q99570	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
Q99570	R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
Q99571	R-HSA-139853	Elevation of cytosolic Ca2+ levels
Q99571	R-HSA-418346	Platelet homeostasis
Q99571	R-HSA-9660826	Purinergic signaling in leishmaniasis infection
Q99572	R-HSA-139853	Elevation of cytosolic Ca2+ levels
Q99572	R-HSA-418346	Platelet homeostasis
Q99572	R-HSA-844456	The NLRP3 inflammasome
Q99572	R-HSA-9660826	Purinergic signaling in leishmaniasis infection
Q99572	R-HSA-9856532	Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
Q99575	R-HSA-6784531	tRNA processing in the nucleus
Q99576	R-HSA-2672351	Stimuli-sensing channels
Q99578	R-HSA-187706	Signalling to p38 via RIT and RIN
Q99593	R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression
Q99593	R-HSA-5578768	Physiological factors
Q99593	R-HSA-9733709	Cardiogenesis
Q99594	R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression
Q99594	R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription
Q99595	R-HSA-1268020	Mitochondrial protein import
Q99595	R-HSA-9837999	Mitochondrial protein degradation
Q99598	R-HSA-426486	Small interfering RNA (siRNA) biogenesis
Q99608	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling
Q99611	R-HSA-2408557	Selenocysteine synthesis
Q99613	R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression
Q99613	R-HSA-72649	Translation initiation complex formation
Q99613	R-HSA-72689	Formation of a pool of free 40S subunits
Q99613	R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex
Q99613	R-HSA-72702	Ribosomal scanning and start codon recognition
Q99613	R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit
Q99615	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
Q99616	R-HSA-380108	Chemokine receptors bind chemokines
Q99616	R-HSA-418594	G alpha (i) signalling events
Q99619	R-HSA-8951664	Neddylation
Q99619	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q99623	R-HSA-8949664	Processing of SMDT1
Q99623	R-HSA-9840373	Cellular response to mitochondrial stress
Q99624	R-HSA-352230	Amino acid transport across the plasma membrane
Q99626	R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)
Q99627	R-HSA-5696394	DNA Damage Recognition in GG-NER
Q99627	R-HSA-6781823	Formation of TC-NER Pre-Incision Complex
Q99627	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis
Q99627	R-HSA-8951664	Neddylation
Q99633	R-HSA-72163	mRNA Splicing - Major Pathway
Q99638	R-HSA-176187	Activation of ATR in response to replication stress
Q99638	R-HSA-5685938	HDR through Single Strand Annealing (SSA)
Q99638	R-HSA-5693607	Processing of DNA double-strand break ends
Q99638	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange
Q99638	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation
Q99638	R-HSA-69473	G2/M DNA damage checkpoint
Q99638	R-HSA-9709570	Impaired BRCA2 binding to RAD51
Q99640	R-HSA-156711	Polo-like kinase mediated events
Q99640	R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition
Q99640	R-HSA-69478	G2/M DNA replication checkpoint
Q99643	R-HSA-611105	Respiratory electron transport
Q99643	R-HSA-71403	Citric acid cycle (TCA cycle)
Q99643	R-HSA-9854311	Maturation of TCA enzymes and regulation of TCA cycle
Q99650	R-HSA-6788467	IL-6-type cytokine receptor ligand interactions
Q99653	R-HSA-2160916	Hyaluronan uptake and degradation
Q99661	R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
Q99661	R-HSA-2132295	MHC class II antigen presentation
Q99661	R-HSA-2467813	Separation of Sister Chromatids
Q99661	R-HSA-2500257	Resolution of Sister Chromatid Cohesion
Q99661	R-HSA-5663220	RHO GTPases Activate Formins
Q99661	R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic
Q99661	R-HSA-68877	Mitotic Prometaphase
Q99661	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation
Q99661	R-HSA-983189	Kinesins
Q99665	R-HSA-8984722	Interleukin-35 Signalling
Q99665	R-HSA-9020591	Interleukin-12 signaling
Q99676	R-HSA-212436	Generic Transcription Pathway
Q99677	R-HSA-416476	G alpha (q) signalling events
Q99677	R-HSA-417957	P2Y receptors
Q99678	R-HSA-418555	G alpha (s) signalling events
Q99683	R-HSA-2559580	Oxidative Stress Induced Senescence
Q99684	R-HSA-9616222	Transcriptional regulation of granulopoiesis
Q99685	R-HSA-1482883	Acyl chain remodeling of DAG and TAG
Q99685	R-HSA-163560	Triglyceride catabolism
Q99685	R-HSA-426048	Arachidonate production from DAG
Q99685	R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
Q99697	R-HSA-8866906	TFAP2 (AP-2) family regulates transcription of other transcription factors
Q99704	R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
Q99704	R-HSA-8853659	RET signaling
Q99705	R-HSA-375276	Peptide ligand-binding receptors
Q99705	R-HSA-416476	G alpha (q) signalling events
Q99705	R-HSA-418594	G alpha (i) signalling events
Q99705	R-HSA-5620922	BBSome-mediated cargo-targeting to cilium
Q99706	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
Q99707	R-HSA-156581	Methylation
Q99707	R-HSA-1614635	Sulfur amino acid metabolism
Q99707	R-HSA-3359467	Defective MTRR causes HMAE
Q99707	R-HSA-3359469	Defective MTR causes HMAG
Q99707	R-HSA-9013407	RHOH GTPase cycle
Q99707	R-HSA-9759218	Cobalamin (Cbl) metabolism
Q99708	R-HSA-5685938	HDR through Single Strand Annealing (SSA)
Q99708	R-HSA-5685939	HDR through MMEJ (alt-NHEJ)
Q99708	R-HSA-5685942	HDR through Homologous Recombination (HRR)
Q99708	R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
Q99708	R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates
